0.655132494	0.010512759
0.705055061	0.021905517
0.760051863	0.041809943
0.816721728	0.074478355
0.869108043	0.115651404
0.917331515	0.153982543
0.966733583	0.209334004
1.018838575	0.27319613
1.073804079	0.346987364
1.126196153	0.417938696
1.186969984	0.494566817
1.255162487	0.579707612
1.314240045	0.647821051
1.387402854	0.721613289
1.405811058	0.738918422
1.463600835	0.787327347
1.533239457	0.833038367
1.591328562	0.867992196
1.674811484	0.904277763
1.757220172	0.929799879
1.860903692	0.956658429
1.976821417	0.971401446
2.077306589	0.983463772
2.162700058	0.988806374
